level,word,meaning_ja,Part_of_Speech,category,pronunciation,example_en,example_ja
2級,fail,失敗する・不合格になる,動詞,思考・感情,/feɪl/,It's okay to fail sometimes.,時々失敗するのは大丈夫だ。
2級,future,未来,名詞,抽象概念,/ˈfjuːtʃər/,What do you want to do in the future?,将来何をしたいですか？
2級,impact,影響・衝撃,名詞,社会・文化,/ˈɪmpækt/,The impact of technology is significant.,技術の影響は重要だ。
2級,influence,影響を与える,動詞,思考・感情,/ˈɪnfluəns/,Her words can influence many people.,彼女の言葉は多くの人に影響を与えることができる。
2級,improve,改善する・向上させる,動詞,思考・感情,/ɪmˈpruːv/,I want to improve my English skills.,英語のスキルを向上させたい。
2級,manage,管理する・うまくやる,動詞,ビジネス,/ˈmænɪdʒ/,She can manage her time effectively.,彼女は時間を効果的に管理できる。
2級,motivate,やる気を起こさせる,動詞,思考・感情,/ˈmoʊtɪveɪt/,Teachers can motivate their students.,教師は生徒をやる気にさせることができる。
2級,necessary,必要な,形容詞,抽象概念,/ˈnɛsəsəri/,It's necessary to study for the exam.,試験のために勉強することは必要だ。
2級,opinion,意見・考え,名詞,思考・感情,/əˈpɪnjən/,What is your opinion on this matter?,この件についてあなたの意見は何ですか？
2級,persuade,説得する,動詞,思考・感情,/pərˈsweɪd/,I will try to persuade him to join us.,彼を私たちに参加するよう説得してみる。
2級,predict,予測する,動詞,思考・感情,/prɪˈdɪkt/,Can you predict the weather for tomorrow?,明日の天気を予測できますか？
2級,prevent,防ぐ・妨げる,動詞,社会・文化,/prɪˈvɛnt/,We need to prevent accidents.,事故を防ぐ必要がある。
2級,react,反応する,動詞,思考・感情,/riˈækt/,How did he react to the news?,彼はそのニュースにどう反応したのですか？
2級,research,研究・調査,名詞,学術,/rɪˈsɜːrtʃ/,She is doing research on climate change.,彼女は気候変動についての研究をしている。
2級,response,反応・応答,名詞,思考・感情,/rɪˈspɒns/,His response was very thoughtful.,彼の反応はとても思慮深かった。
2級,significant,重要な・意義深い,形容詞,抽象概念,/sɪɡˈnɪfɪkənt/,This discovery is significant for science.,この発見は科学にとって重要だ。
2級,suggest,提案する,動詞,思考・感情,/səɡˈdʒɛst/,I suggest we start early.,早めに始めることを提案します。
2級,technology,技術・テクノロジー,名詞,ビジネス,/tɛkˈnɒlədʒi/,Technology is changing rapidly.,技術は急速に進化している。
2級,treat,扱う・治療する,動詞,社会・文化,/triːt/,It's important to treat others with respect.,他人を尊重して扱うことが重要だ。
2級,unique,独特な・唯一の,形容詞,抽象概念,/juːˈniːk/,Each person's fingerprint is unique.,各人の指紋は独特である。
2級,various,様々な,形容詞,抽象概念,/ˈvɛəriəs/,There are various options available.,様々な選択肢が利用可能だ。
2級,witness,目撃者・証人,名詞,社会・文化,/ˈwɪtnəs/,The witness gave a detailed account of the event.,証人はその出来事の詳細を述べた。
2級,expand,拡大する・広げる,動詞,ビジネス,/ɪkˈspænd/,The company plans to expand its market.,その会社は市場を拡大する計画を立てている。
2級,comfort,快適さ・慰め,名詞,思考・感情,/ˈkʌmfərt/,He found comfort in music.,彼は音楽に慰めを見出した。
2級,assist,助ける・支援する,動詞,自然・社会,/əˈsɪst/,They will assist you with your project.,彼らはあなたのプロジェクトを助けてくれる。
2級,increase,増加する・増やす,動詞,ビジネス,/ɪnˈkriːs/,We need to increase our sales.,私たちは売上を増やす必要がある。
2級,require,必要とする・要求する,動詞,抽象概念,/rɪˈkwaɪər/,This task will require your full attention.,この作業にはあなたの全注意が必要です。
2級,explore,探求する・探検する,動詞,自然・社会,/ɪkˈsplɔːr/,Let's explore new ideas together.,一緒に新しいアイデアを探求しましょう。
